SPDES_Permit,Zip_Code,Facility_name,plant_type,Ground_Surface,Avg_DH_Flow
NY0160709,14456,ZOTOS INTERNATIONAL INC,Industrial,Surface,
NY0160814,14461,GORHAM - T STP,Municipal,Surface,0.06
NY0160849,14559,NYSDOT MONROE WEST RESIDENCY,Industrial,Surface,0
NY0160873,14810,NYSDOT- SUB RESIDENCY KANONA,Industrial,Surface,0
NY0160971,14422,BYRON SD STP,Municipal,Surface,0.08
NY0161004,14474,NYS DOT RES ENGR SUBHQ RUSH,Industrial,Surface,0
NY0161071,14544,V-RUSHVILLE WWTF,Municipal,Surface,0.1
NY0161314,14411,WILSON QUARRY,Industrial,Surface,0.01
NY0161373,14580,NYS DOT RES ENGR HDQTRS  WEBSTER,Industrial,Surface,0
NY0161501,14523,"IUVO BIOSCIENCE - RUSH, LLC",Industrial,Ground,0
NY0161683,14098,LYNDONVILLE - V WATER TREATMENT PLT,Industrial,Surface,
NY0161730,14810,PHILIPS LIGHTING CO,Industrial,Ground,0.65
NY0161926,14839,COLUMBIA GAS GREENWOOD STORAGE FIELD,Industrial,Ground,
NY0161942,14485,MIDLAND ASPHALT MATERIALS INC,Industrial,Surface,0.02
NY0161977,14519,ONTARIO - T WATER TREATMENT PLANT,Industrial,Surface,0.02
NY0162264,14020,PINNACLE MANUFACTURING CO,Industrial,Surface,0.02
NY0162370,14411,PILON SANDSTONE MINE,Industrial,Surface,0.01
NY0162469,14551,NYSDOT RESIDENT ENGINEER'S HEADQUARTERS - SODUS,Industrial,Surface,0
NY0162515,13165,LP CEV LLC,Industrial,Ground,0.01
NY0162540,14420,JMT FACILITY,Industrial,Surface,
NY0162663,13146,SAVANNAH-T WWTP COMBINED SEWER DISTRICT,Municipal,Surface,0.05
NY0162884,14611,ROCHESTER TERMINAL,Industrial,Surface,
NY0162957,14830,GRIFFIN BUILDING,Industrial,Surface,0
NY0164933,,DOVER RIDGE ESTATES,Municipal,Surface,0.03
NY0165328,12550,ROSETON TERMINAL,Industrial,Surface,
NY0165841,10956,INTERCOS AMERICA,Industrial,Surface,0.22
NY0165891,12564,PAWLING JOINT SEWER COMMISSION WWTP,Municipal,Surface,0.28
NY0165921,12550,CHADWICK LAKE WATER FILTRATION PLANT,Industrial,Surface,0.04
NY0166090,12751,KIAMESHA ARTESIAN SPRING WATER,Industrial,Surface,0
NY0166260,12401,KINGSTON WATER TREATMENT PLANT,Industrial,Surface,0.07
NY0166456,10986,LOVETT SWM FACILITY,Industrial,Surface,
NY0166472,12785,RESIDENT'S SUB-HQTRS-PORT JERVIS,Industrial,Surface,0
NY0166481,10950,RESIDENT ENGRS HDQRS -MONROE,Industrial,Surface,0
NY0167169,14031,ECSD #5 CLARENCE RESEARCH PARK,Municipal,Ground,0.02
NY0171352,14052,ERIE CO E AURORA HWY MAINTENANCE CTR,Industrial,Surface,0
NY0171409,14240,BUFFALO NIAGARA INTERNATIONAL AIRPORT,Industrial,Surface,
NY0171450,14569,NYS DOT RES ENGR HDQTRS,Industrial,Surface,0
NY0171611,14225,INGERSOLL RAND COMPANY,Industrial,Surface,0.01
NY0171620,14760,OLEAN LEASE,Industrial,Surface,0
NY0171671,14733,NYS DOT RES ENGR HDQTRS - ELLICOTT,Industrial,Surface,0
NY0171778,14034,NYS DOT RES ENGRS HDQTRS - COLLINS,Industrial,Surface,0
NY0171859,14006,EVANS - T HIGHWAY GARAGE,Industrial,Surface,0
NY0173703,11779,LONG ISLAND MACARTHUR AIRPORT,Industrial,Ground,0
NY0173908,,SMITHAVEN PLAZA,Industrial,Ground,0.01
NY0175943,11788,ISLANDIA EXPRESSWAY REALTY LLC,Industrial,Ground,
NY0178152,11716,DATA DEVICE CORPORATION,Industrial,Ground,0.01
NY0180645,11742,H O PENN MACHINERY CO,Industrial,Ground,
NY0183636,12972,VALCOUR SD WWTF,Municipal,Surface,0.05
NY0183661,12977,ADIRONDACK LAKE FIELD SURVEY,Industrial,Ground,0
NY0183695,12828,WASHINGTON CO SEWER DIST #2,Municipal,Surface,2.5
NY0191825,,SOUTH ALBANY SEWER DIST,Municipal,Surface,0.01
NY0191892,12051,DUCOMMUN AEROSTRUCTURES,Industrial,Surface,
NY0191973,12423,GSK OAK HILL,Industrial,Surface,
NY0192309,12122,MIDDLEBURGH - V STP,Municipal,Surface,0.09
NY0192392,12076,BLENHEIM-GILBOA PUMPED STORAGE PROJECT,Industrial,Surface,0.88
NY0195308,11780,SUNBURST LAUNDROMAT,Industrial,Ground,0
NY0195987,11725,ROPACK USA INC,Industrial,Ground,0
NY0197963,11954,"MONTAUK LIGHTHOUSE LAUNDROMAT, INC",Industrial,Ground,
NY0199095,11729,MINI CIRCUITS WAREHOUSE,Industrial,Ground,
NY0199214,6390,FISHERS ISLAND SEWAGE TREATMENT PLANT,Municipal,Ground,0.02
NY0199320,11779,71 REMINGTON BLVD,Industrial,Ground,0
NY0199508,11096,GLOBAL COMPANIES LLC - INWOOD TERMINAL,Industrial,Surface,
NY0199648,11716,180 ORVILLE DRIVE,Industrial,Ground,0
NY0200328,11224,WCS - NEW YORK AQUARIUM,Industrial,Surface,2.68
NY0200484,10303,CLEAN WATER OF NEW YORK WASTE OIL REPROCESSING AND STORAGE FACILITY,Industrial,Surface,0.04
NY0200506,10048,PATH TUNNELS A & B,Industrial,Surface,0
NY0200778,10022,CON ED-EAST 60TH STREET STEAM PLANT,Industrial,Surface,
NY0200794,,NYC DEP-SHAFTS 15B TUNNEL #3,Industrial,Surface,1.5
NY0200808,11232,NARROWS GENERATING STATION,Industrial,Surface,
NY0200824,11105,J B WASTE OIL CO INC,Industrial,Ground,
NY0200841,11378,QUEENS DISTRICT 5/5A GARAGE,Industrial,Surface,
NY0200859,,CROTON AQUEDUCT-SHAFT 24 & 25,Municipal,Surface,
NY0200867,10314,NYCDOS - FRESH KILLS LANDFILL,Industrial,Surface,5.21
NY0201006,11232,GOWANUS GENERATING STATION,Industrial,Surface,
NY0201120,10017,866 UNITED NATIONS PLAZA,Industrial,Surface,
NY0201138,,CON ED-11TH STREET CONDUIT,Industrial,Surface,0.11
NY0201154,11105,ASTORIA LNG STORAGE FACILITY,Industrial,Ground,
NY0201219,11105,CON ED - ASTORIA FACILITY,Industrial,Surface,0.02
NY0201227,11101,RAVENSWOOD STEAM PLANT,Industrial,Surface,
NY0201235,11105,ASTORIA GAS TURBINE POWER,Industrial,Surface,
NY0201243,,ASTORIA CENTRAL WTF,Industrial,Surface,
NY0201278,11368,TULLY ENVIRONMENTAL INC,Industrial,Surface,
NY0201375,,NYC DEP-JAMAICA WATER SUPPLY WELLS,Industrial,Surface,0
NY0201511,12190,NYS DOT DISCHARGE/ WELLS SUB-HDQTRS,Industrial,Ground,0
NY0201723,12901,PLATTSBURGH ORGANICS RECYCLING PLANT,Industrial,Surface,0
NY0201910,12912,AUSABLE FORKS COMMUNITY WWTF,Municipal,Surface,0.15
NY0202215,12839,WHEELABRATOR HUDSON FALLS,Industrial,Surface,
NY0202371,12866,NEW STEWARTS DAIRY FARM,Industrial,Surface,0.01
NY0202479,12817,CHESTERTOWN HWY MAINTENANCE FAC,Industrial,Surface,0
NY0202495,12849,MARY TANNER SCH,Industrial,Surface,0.01
NY0202606,14052,NYS DOT AURORA RES ENGR HDQTRS,Industrial,Surface,0
NY0202631,14221,WILLIAMSVILLE - V SANITARY SEWER COLLECTION SYSTEM,Municipal,Surface,0
NY0202673,14059,SENECA PLATERS INC,Industrial,Surface,
NY0202711,,DUNKIRK FLY ASH LANDFILL,Industrial,Surface,
NY0202771,14718,CASSADAGA LAUNDROMAT,Industrial,Ground,0
NY0202843,14031,NYS DOT RESIDENT ENGR SUBHQTRS,Industrial,Ground,0
NY0202924,14151,MIDLAND ASPHALT MATERIALS INC,Industrial,Surface,0
NY0202959,14062,BAILEY MANUFACTURING COMPANY LLC,Industrial,Ground,0.01
NY0203335,14302,WASHINGTON MILLS ELECTRO MINERALS,Industrial,Surface,4.67
NY0203360,14059,TOWN OF ELMA SEWER DISTRICT NO 7 - POND BROOK TOWNHOMES,Municipal,Surface,0.02
NY0203483,14150,HUNTLEY FLY ASH LANDFILL,Industrial,Surface,
NY0203548,14741,GREAT VALLEY SEWER DIST #4,Municipal,Ground,0
NY0203700,14304,MOOG-ISP,Industrial,Surface,
NY0203734,14224,OVERFLOW RETENTION FACILITY PLANT 6,Municipal,Surface,0.39
NY0203858,14735,TOWN OF HUME STP,Municipal,Surface,0.04
NY0203874,14048,FREDONIA WATER FILTRATION PLANT,Industrial,Surface,0.05
NY0204005,14001,PERRYS ICE CREAM,Industrial,Surface,0.9
NY0204081,14723,CHERRY CREEK SEWAGE TREATMENT PLANT,Municipal,Surface,0.06
NY0204153,14738,MONARCH PLASTICS INC,Industrial,Surface,0.08
NY0204188,,WILSON GREATBATCH LTD,Industrial,Surface,0.15
NY0204218,14214,"SUNY AT BUFFALO - SOUTH CAMPUS, BAKER",Industrial,Surface,0
NY0204480,14210,BUFFALO TERMINAL,Industrial,Surface,0.01
NY0204650,14741,BONNE VAL SUBDIVISION,Municipal,Ground,0.02
NY0204846,14138,SOUTH DAYTON STP,Municipal,Surface,0.08
NY0205044,12414,CATSKILL - T SD 4,Municipal,Surface,0.03
NY0205397,12144,COOLEY MOTORS CORP,Industrial,Surface,0
NY0205401,12182,JOHN P BUCKLEY WATER FILTRATION PLANT,Industrial,Surface,0.87
NY0205524,12138,NYS DOT PETERSBURG RES ENGRS SUBHDQRTS,Industrial,Surface,0
NY0205681,12155,NYSDOT SUB-RESIDENCY - SCHENEVUS,Industrial,Surface,0
NY0206075,12043,COBLESKILL - V WTP,Industrial,Surface,0.03
NY0206105,12246,UNIVERSITY PLAZA,Industrial,Surface,0.02
NY0206121,12029,HILLTOWN PORK,Industrial,Ground,0
NY0206148,11788,HAIG GRAPHIC COMMUNICATIONS,Industrial,Ground,
NY0206181,11793,MEENAN RETAIL SALES BLDG,Industrial,Ground,
NY0206270,11968,SUFFOLK LAUNDRY SERVICES,Industrial,Ground,
NY0206342,11550,OSWEGO OIL SERVICE CORP PROPERTY,Industrial,Ground,
NY0206644,11794,SUFFOLK SEWER DISTRICT #21/SUNY STONY BROOK SD,Municipal,Surface,2.8
NY0206768,13327,CROGHAN STP,Municipal,Surface,0.07
NY0206938,13602,REENERGY BLACK RIVER,Industrial,Surface,43.24
NY0206997,13664,MORRISTOWN (V) WWT FACILITY,Municipal,Surface,0.12
NY0207004,13691,VILLAGE OF THERESA WWTF,Municipal,Surface,0.07
NY0207080,13420,MCCAULEY MT SKI AREA,Industrial,Surface,0.39
NY0207519,12466,PORT EWEN WATER TREATMENT PLANT,Industrial,Surface,0
NY0207624,12563,JRS PHARMA,Industrial,Ground,0.01
NY0208396,12477,BLUE MOUNTAIN WATER FILTRATION FACILITY,Industrial,Surface,0.01
NY0208400,12524,NYSDOT FISHKILL MAINTENANCE SUB HEADQUARTERS,Industrial,Surface,0
NY0208426,12721,V-BLOOMINGBURG STP,Municipal,Surface,0.07
NY0208752,11772,PATCHOGUE LAUNDROMAT,Industrial,Ground,0.02
NY0209546,,REGIMENT VILLAGE LAUNDROMAT,Industrial,Ground,0.01
NY0209589,11705,BAYPORT LAUNDROMAT,Industrial,Ground,
NY0209996,11716,BOHEMIA LAUNDRY,Industrial,Ground,0.02
NY0210048,11722,VELIVANC LAUNDROMAT,Industrial,Ground,0.01
NY0210251,11784,SELDEN FULL SERVICE LAUNDRY LLC,Industrial,Ground,0.01
NY0210790,11767,V & S LAUNDROMAT,Industrial,Ground,0.01
NY0210803,11764,NEW MILLER PLACE LAUNDROMAT,Industrial,Ground,0.01
NY0210838,11763,MEDFORD LAUNDROMAT,Industrial,Ground,
NY0210871,11772,Route 112 Laundry,Industrial,Ground,0.01
NY0210889,11950,MASTIC LAUNDROMAT,Industrial,Ground,0.03
NY0210919,11738,Farmingville Laundromat Inc,Industrial,Ground,0.01
NY0210960,11779,CARLMAR LAUNDROMAT,Industrial,Ground,0.01
NY0211141,11772,D & M LAUNDRY,Industrial,Ground,0.01
NY0211478,11722,DANS LAUNDROMAT,Industrial,Ground,0.01
NY0211532,11946,TONY'S TUBS LAUNDROMAT,Industrial,Ground,0.01
NY0211591,11722,LAUNDRY PALACE CI INC,Industrial,Ground,0.04
NY0211923,11740,Greenlawn Village Laundromat,Industrial,Ground,0.02
NY0212105,12077,CITGO PETROLEUM GLENMONT TERMINAL,Industrial,Surface,
NY0212199,13459,SEWARD - T STP,Municipal,Surface,0.02
NY0212245,12211,ALBANY INTERNATIONAL AIRPORT,Industrial,Surface,
NY0212695,12061,IPT TERMINAL,Industrial,Surface,0
NY0213616,13142,OSWEGO CO HIGHWAY GARAGE AT PULASKI,Industrial,Surface,0
NY0213705,13145,CORNER LAUNDRY,Industrial,Ground,
NY0213730,14850,ITHACA TOMPKINS REGIONAL AIRPORT,Industrial,Surface,0.06
NY0213781,13901,CHENANGO NORTHGATE WWTP,Municipal,Surface,0.8
NY0213918,,TERMINAL RESERVOIR,Industrial,Surface,0
NY0213934,13903,PARKWOOD SEWER DISTRICT,Municipal,Surface,0
NY0214167,13158,LABRADOR MT SKI FACILITY,Industrial,Both,0
NY0214370,13042,CLEVELAND - V STP,Municipal,Surface,0.15
NY0214507,12701,DILLON FARMS SEWER DISTRICT,Municipal,Surface,0
NY0215198,10941,WINDSOR ESTATES WWTP,Municipal,Surface,0.02
NY0215309,10911,QUEENSBORO WATER TREATMENT PLANT,Industrial,Surface,0.01
NY0215341,,TWIN LAKES WTP,Industrial,Surface,0
NY0215457,10992,GLENWOOD HILLS SEWER DIST 5,Municipal,Surface,0.01
NY0215503,12563,PUTNAM MATERIALS,Industrial,Surface,
NY0215601,13601,BARRETT PAMELIA MATERIALS - WATERTOWN FACILITY,Industrial,Surface,0
NY0215775,13605,GREAT LAKES CHEESE OF NEW YORK INC,Industrial,Surface,
NY0215791,13632,CLAYTON/DEPAUVILLE SEWER DISTRICT,Municipal,Surface,0.04
NY0215872,13619,CARTHAGE ENERGY COGEN FACILITY,Industrial,Surface,28.8
NY0215911,13691,REDWOOD SEWER DISTRICT,Municipal,Surface,0.04
NY0216119,13433,LYONSDALE BIOMASS LLC,Industrial,Surface,
NY0216135,13601,NEW YORK AIR BRAKE,Industrial,Surface,0.29
NY0216291,13167,BIG BAY SEWER DISTRICT STP,Municipal,Surface,0.06
NY0217671,12847,LONG LAKE WATER FILTRATION PLANT,Industrial,Surface,0
NY0217760,12993,WADHAMS SEWER DISTRICT WWTF,Municipal,Surface,0.02
NY0217859,12953,TITUS MOUNTAIN FAMILY SKI CENTER,Industrial,Surface,0
NY0218090,13403,Sunoco Marcy Terminal,Industrial,Surface,
NY0218324,13357,ILION WATER COMMISSION TREATMENT PLANT,Industrial,Surface,0.01
NY0218332,,DOT RESIDENT ENG SUBHDQRS,Industrial,Ground,0
NY0218367,13403,BUCKEYE MARCY TERMINAL,Industrial,Surface,
NY0218481,,HINCKLEY RESERVOIR WATER TREATMENT PLANT,Industrial,Both,0.95
NY0218723,12603,POUGHKEEPSIE CORP CENTER,Industrial,Surface,0.14
NY0218821,12589,WATCHTOWER FARMS-FARM III,Industrial,Surface,0
NY0218855,12525,THE VIRTIS CO,Industrial,Ground,
NY0219011,12547,ROYAL KEDEM WINERY-MARLBORO SITE,Industrial,Surface,0.02
NY0219401,10509,NYS ELECTRIC & GAS CORP - BREWSTER SERVICE CENTER,Industrial,Surface,
NY0219959,10940,RESIDENT ENGR'S HQ - REG 8/MIDDLETOWN,Industrial,Surface,0
NY0220621,11705,BAYPORT SHOPPES LAUDROMAT,Industrial,Ground,0.02
NY0221678,11764,SCSD #2 - TALLMADGE WOODS STP,Municipal,Ground,0.4
NY0222127,11717,RED APPLE LAUNDROMAT,Industrial,Ground,
NY0222267,11706,DEPOT LAUNDROMAT,Industrial,Ground,0.06
NY0222445,11949,MANOR PLAZA LAUNDROMAT,Industrial,Ground,
NY0223000,12173,AMERICAN BIO MEDICA CORPORATION,Industrial,Ground,0
NY0223085,12033,HANNAFORD BROS DISTRIBUTION FACILITY,Industrial,Surface,0.02
NY0223107,12138,TACONIC,Industrial,Ground,
NY0223174,13739,VILLAGE SEAFOOD WHOLESALE INC,Industrial,Ground,
NY0223506,12468,FALKE'S QUARRY,Industrial,Surface,
NY0223794,,FANE CROPSEYVILLE QUARRY,Industrial,Surface,0.01
NY0223891,12186,NYSDOT-REGION 1 MAINTENANCE HEADQUARTERS,Industrial,Surface,0
NY0223921,12033,SCHODACK CONVENIENT STORE-GASOLINE PUMPS,Industrial,Ground,
NY0223964,12018,ACKNER FUELS HEADQUARTERS,Industrial,Surface,0.01
NY0224936,12414,R E SMITH FUEL DIV MAIN BROTHERS,Industrial,Surface,
NY0225177,11542,PHOTOCIRCUITS CORPORATION,Industrial,Surface,
NY0225207,11788,COLONIAL WIRE & CABLE CO,Industrial,Ground,0.08
NY0225282,11792,BROOKHAVEN COMBUSTION TURBINE,Industrial,Ground,0
NY0225665,11571,ROCKVILLE CENTRE POWER PLANT,Industrial,Surface,
NY0225746,11742,RICHARD M FLYNN POWER PLANT,Industrial,Ground,
NY0225771,11776,PORT JEFFERSON LIRR YARD,Industrial,Ground,
NY0225916,11561,LIDO BLVD WELL FIELD,Industrial,Surface,
NY0225941,11733,IN HOUSE PARTNERS LLC PROPERTY,Industrial,Ground,
NY0225991,11704,WEST BABYLON GT FACILITY,Industrial,Ground,
NY0226009,11944,SOUTHOLD GT FACILITY,Industrial,Ground,
NY0226017,11937,EAST HAMPTON GT FACILITY,Industrial,Ground,
NY0226033,11968,SOUTHAMPTON GT FACILITY,Industrial,Ground,
NY0226203,11763,HUNTINGTON ARTIFICIAL KIDNEY CENTER LTD,Industrial,Ground,
NY0226297,11798,BURTON INDUSTRIES,Industrial,Ground,0.01
NY0226327,11746,LAUNDRY PALACE,Industrial,Ground,
NY0226378,11780,GENERAL TERMINALS,Industrial,Ground,
NY0226416,11520,FREEPORT POWER PLANT #2,Industrial,Surface,
NY0226424,11725,STEEL FOREST LLC PROPERTY,Industrial,Ground,0.29
NY0226441,11951,D & S Laundromat LLC,Industrial,Ground,
NY0226459,11901,LONG ISLAND AQUARIUM,Industrial,Surface,0.01
NY0226491,11746,AMERICAN TECHNICAL CERAMICS,Industrial,Surface,
NY0226505,11776,OLD TOWN LAUNDROMAT,Industrial,Ground,
NY0226530,11520,FREEPORT POWER PLANT #1,Industrial,Surface,
NY0226556,11717,SECOND AVENUE LAUNDROMAT,Industrial,Ground,
NY0226602,11901,NYSDOT RESIDENT ENGINEERS HQ,Industrial,Ground,
NY0226629,11733,BASF CORP PROPERTY,Industrial,Ground,
NY0226637,11779,TRAX LAUNDROMAT,Industrial,Ground,
NY0226653,11717,STOP AND WASH LAUNDROMAT CORP,Industrial,Ground,0.03
NY0226661,11024,UNITED STATES MERCHANT MARINE ACADEMY,Industrial,Surface,0.06
NY0226688,11961,SCSD #20-E - RIDGEHAVEN STP,Municipal,Ground,0.08
NY0226700,11727,LAUNDRY KING OF CORAM,Industrial,Ground,0.04
NY0226726,11971,MULTI AQUACULTURE SYSTEMS NET PEN GROWOUT SITE,Industrial,Surface,
NY0226734,11746,LAUNDRY PALACE,Industrial,Ground,
NY0226769,11967,COIN DISCOUNT LAUNDRY,Industrial,Ground,0.01
NY0226793,11952,MATTITUCK MAIN ROAD LAUNDRY,Industrial,Ground,
NY0226823,11763,W & M LAUNDROMAT INC.,Industrial,Ground,
NY0226831,11772,LAUNDERMAGIC OF PATCHOGUE,Industrial,Ground,
NY0226891,,Suffolk County Water Authority,Industrial,Ground,0.09
NY0226904,11729,LAUNDROLUX,Industrial,Ground,
NY0226921,,Suffolk County Water Authority,Industrial,Ground,0.09
NY0226947,,Suffolk County Water Authority,Industrial,Ground,0.09
NY0226955,11972,LIRR SPEONK DIESEL YARD,Industrial,Ground,
NY0226971,11978,"SCSD #24, GABBRESKI AIRPORT STP",Industrial,Ground,0.1
NY0226980,,NBTY - Capsuleworks,Industrial,Ground,
NY0227005,11784,SELDEN LAUNDROMAT,Industrial,Ground,
NY0227013,11950,MASTIC LAUNDRY,Industrial,Ground,0.01
NY0227021,11722,TOWNE CLEANERS,Industrial,Ground,0.03
NY0227030,11771,LI RAIL ROAD - OYSTER BAY YARD,Industrial,Ground,
NY0227072,,Suffolk County Water Authority,Industrial,Ground,0.09
NY0227081,11953,MIDDLE ISLAND LAUNDROMAT,Industrial,Ground,0.03
NY0227102,11742,BB ANNA'S LAUNDROMAT,Industrial,Ground,0.01
NY0227111,11968,SOUTHAMPTON CAR WASH,Industrial,Ground,
NY0227129,11731,THE LAUNDRY BASKET,Industrial,Ground,0.01
NY0227137,,Suffolk County Water Authority,Industrial,Ground,0.09
NY0227170,11968,SOUTHAMPTON COAL AND PRODUCE,Industrial,Ground,
NY0227188,11776,PORT JEFFERSON PLAZA LAUNDROMAT,Industrial,Ground,0.01
NY0227196,11720,ISLAND CAR WASH,Industrial,Ground,0
NY0227200,11772,ROBO CAR WASH PROPERTY,Industrial,Ground,
NY0227218,11729,DEER PARK CAR WASH,Industrial,Ground,0.01
NY0227234,11769,CISCON LAUNDRY INC,Industrial,Ground,0
NY0227269,11716,1600 LOCUST AVENUE ASSOCIATES LLC,Industrial,Ground,0.01
NY0227315,11743,HUNTINGTON CRESCENT CLUB,Industrial,Ground,
NY0227358,11743,LAUNDRY BASKET OF GREENLAWN,Industrial,Ground,0.02
NY0227706,14532,7-ELEVEN STORE  #35115,Industrial,Surface,
NY0228117,14546,HEANY INDUSTRIES INC,Industrial,Ground,0.01
NY0228133,14902,HARDINGE INC,Industrial,Surface,1.21
NY0228346,14040,DARIEN WASTEWATER TREATMENT FACILITY,Municipal,Surface,0.06
NY0228354,14821,SUBURBAN HEATING OIL PARTNERS LLC - CAMPBELL BULK PLANT,Industrial,Surface,
NY0228478,,"HEMLOCK LAKE - SHORELINE, OUTLET, DAM & COMPLEX",Industrial,Surface,1.95
NY0228877,14020,BATAVIA BULK PLANT,Industrial,Surface,
NY0229172,,EAGLE ISLAND WATER SUPPLY,Industrial,Surface,0
NY0229466,14021,SUMMIT LUBRICANTS INC,Industrial,Surface,0
NY0229512,14807,ARKPORT BULK PLANT,Industrial,Surface,
NY0229652,14512,NAPLES LAUNDROMAT,Industrial,Ground,0.01
NY0229725,,L DIVER 1A BRINE DISPOSAL WELL,Industrial,Ground,
NY0229881,12887,COMMONWEALTH PLYWOOD INC,Industrial,Surface,0.01
NY0229920,12188,EVONIK CORPORATION,Industrial,Surface,0
NY0230278,12866,SARATOGA RACE TRACK,Industrial,Surface,0
NY0230286,12822,INDECK-CORINTH ENERGY CENTER,Industrial,Surface,
NY0230634,12920,REENERGY CHATEAUGAY LLC,Industrial,Surface,0.2
NY0230766,12919,Champlain Truck Stop,Industrial,Both,0
NY0230791,12919,CHAMPLAIN TOWN HALL AND GARAGE,Industrial,Ground,0
NY0230855,12981,SARANAC CENTRAL SCHOOL,Industrial,Ground,0.01
NY0231088,13795,"KIRKWOOD WD NO 4, WELL 3",Industrial,Surface,
NY0231240,,CAYUGA BREEDER FARM LLC HATCHERY,Industrial,Ground,0
NY0231673,13142,PULASKI BULK PLANT,Industrial,Surface,0
NY0231681,13209,SYRACUSE LLC,Industrial,Surface,0.16
NY0231878,14853,CORNELL UNIVERSITY CENTRAL ENERGY PLANT,Industrial,Surface,
NY0231924,13164,SUNOCO SYRACUSE TED PARK TERMINAL,Industrial,Surface,1.56
NY0232050,13040,S & D PETROLEUM,Industrial,Surface,0
NY0232386,13290,CAROUSEL CENTER MALL,Industrial,Surface,0.05
NY0232491,13209,FRAZER AND JONES CO DIV EASTERN CO,Industrial,Surface,0.03
NY0232700,,TOWN OF SULLIVAN HIGHWAY GARAGE,Industrial,Surface,0
NY0232734,13077,ALBANY INTERNATIONAL,Industrial,Surface,0.49
NY0233196,13126,INDEPENDENCE STATION,Industrial,Surface,
NY0233200,,TOWN OF CHENANGO SEWER DISTRICT # 10,Municipal,Surface,0.04
NY0233234,13060,HUDSON EGG FARMS,Industrial,Ground,0
NY0233251,13221,BRISTOL-MYERS SQUIBB COMPANY,Industrial,Surface,0.1
NY0233528,10924,GOSHEN WATER FILTRATION PLANT,Industrial,Surface,0.02
NY0233781,12553,GLOBAL COMPANIES LLC - NEWBURGH TERMINAL,Industrial,Surface,
NY0234141,,TANDEM TRUCK FACILITY RELOCATION,Industrial,Surface,0
NY0234231,12779,LL FUEL STORAGE LLC,Industrial,Surface,
NY0234486,12763,ANDERMAN'S FUEL OIL STORAGE YARD,Industrial,Surface,
NY0234770,12754,LIBERTY BULK PLANT,Industrial,Surface,
NY0234800,12546,DUTCHESS OIL & PROPANE,Industrial,Surface,
NY0234826,10511,BUCHANAN GAS TURBINE SITE,Industrial,Surface,
NY0234915,12553,NEW YORK STEWART INTERNATIONAL AIRPORT,Industrial,Surface,
NY0234931,12472,STILL POND PROJECT,Industrial,Surface,0
NY0235041,12564,PAWLING TERMINALS INC,Industrial,Surface,
NY0235059,10509,MEENAN OIL,Industrial,Surface,
NY0235067,10980,PANCO PETROLEUM COMPANY,Industrial,Surface,
NY0235083,10512,CARMEL TERMINALS INC,Industrial,Surface,
NY0235393,12734,HUDSON VALLEY FOIS GRAS,Industrial,Surface,0
NY0235504,10956,ROCKLAND CTY HIGHWAY GARAGE,Industrial,Surface,0
NY0235733,13403,MID-STATE CORRECTIONAL FACILITY,Industrial,Surface,
NY0235776,,VILLAGE OF REMSEN WWTF,Municipal,Surface,0.05
NY0235792,13316,CAMDEN RESERVIOR,Industrial,Surface,0
NY0235865,13416,SNYDER FUEL SERVICE,Industrial,Surface,0
NY0235881,13501,GREEN WASTE COMPOST FACILITY,Industrial,Surface,0.01
NY0235890,13608,VILLAGE OF ANTWERP WWTP,Municipal,Surface,0.12
NY0236047,13662,MASSENA ENERGY FACILITY,Industrial,Surface,
NY0236101,13305,BEAVER FALLS LLC,Industrial,Surface,
NY0236179,13669,OGDENSBURG ENERGY FACILITY,Industrial,Surface,
NY0236306,13619,HERRINGS STP,Municipal,Surface,0.01
NY0236578,13690,STAR LAKE WATER DISTRICT,Industrial,Surface,0.01
NY0236586,13617,CANTON WASTEWATER TREATMENT PLANT,Municipal,Surface,4.2
NY0236616,13643,HANSON GREAT BEND,Industrial,Surface,0.08
NY0236730,13455,Gold Star Feed and Grain - Sangerfield,Industrial,Ground,0
NY0236756,13338,FORESTPORT SEWAGE TREATMENT PLANT,Municipal,Surface,0.02
NY0236772,13319,THE FOUNTAINHEAD GROUP,Industrial,Surface,0
NY0236942,11763,SUNSHINE MALL LAUNDROMAT,Industrial,Ground,
NY0237027,11722,DIRT BUSTERS SUPER LAUNDROMAT,Industrial,Ground,
NY0237035,11751,RONKONKOMA LAUNDROMAT,Industrial,Ground,
NY0237311,11746,ACROSS THE MALL LAUNDROMAT,Industrial,Ground,
NY0237361,11782,SAYVILLE SUDS LAUNDROMAT,Industrial,Ground,
NY0237370,11717,EXPRESSWAY 55 CAR WASH,Industrial,Ground,
NY0237493,11717,GLO N GO SELF SERVICE CAR WASH,Industrial,Ground,
NY0237515,11722,WASH N ROLL CAR WASH,Industrial,Ground,
NY0237591,11746,F & L LAUNDROMAT,Industrial,Ground,
NY0237701,11779,RONKONKOMA TRUCK STOP,Industrial,Ground,
NY0237817,11716,BOHEMAI AUTO WASH,Industrial,Ground,
NY0238040,11787,SMITHTOWN LAUNDROMAT,Industrial,Ground,
NY0239305,12981,TOWN HIGHWAY GARAGE,Industrial,Ground,0
NY0239577,12929,LYON MOUNTAIN SEWER DIST WWTP,Municipal,Surface,0.07
NY0239682,12996,WILLSBORO SEWER DISTRICT NO. 1 WASTEWATER TREATMENT FACILITY,Municipal,Surface,0.08
